Trip_ID,Travel_Date,Year,Month,Season,Origin_Country,Destination_Country,Traveler_Age_Group,Traveler_Gender,Group_Type,Group_Size,Travel_Purpose,Travel_Mode,Duration_Days,Accommodation_Type,Booking_Channel,Visa_Type,Travel_Insurance,Climate_Preference,Primary_Attraction,Total_Spend_USD,Flight_Cost_USD,Accommodation_Cost_USD,Food_Cost_USD,Activities_Cost_USD,Payment_Method,Advance_Booking_Days,Repeat_Visitor,Used_Travel_App,Rating_Out_Of_5,Satisfaction_Level,Would_Recommend,Number_Of_Attractions_Visited,Local_Transport_Used,Sustainable_Tourism_Choice
TRP109067,23-02-2024,2024,2,Winter,Argentina,Indonesia (Bali),45-54,Female,Business Group,8,Eco-Tourism,Train,15,4-Star Hotel,Tour Operator,Visa Free,No,Mediterranean,Cities/Urban,1490.79,306.9,543.49,364,276.4,Credit Card,176,Yes,Yes,3,Neutral,No,15,No,No
TRP109068,09-01-2024,2024,1,Winter,Russia,Australia,45-54,Male,Solo,6,Cultural,Train,7,5-Star Hotel,Online Travel Agency,Visa Free,No,Mountainous,Historical Sites,6102.12,1438.58,2094.01,702.6,1866.93,Cryptocurrency,80,No,Yes,2,Dissatisfied,No,7,Yes,No
TRP109069,26-01-2022,2022,1,Winter,Mexico,Mexico,35-44,Female,Business Group,3,Business,Train,14,3-Star Hotel,Tour Operator,Visa on Arrival,No,Mediterranean,Wellness/Spa,3048.56,1198.1,721.02,700.33,429.11,Travel Card,56,No,Yes,4,Satisfied,Yes,12,No,No
TRP109070,23-09-2023,2023,9,Autumn,Netherlands,Peru,65+,Male,Business Group,4,Adventure,Train,5,Boutique Hotel,Direct Hotel,Visa on Arrival,No,Mountainous,Mountains/Trekking,1980.26,713.37,649.53,223.68,393.68,Debit Card,363,Yes,Yes,4,Satisfied,Yes,3,Yes,No
TRP109071,10-02-2022,2022,2,Winter,Spain,Morocco,35-44,Male,Family,12,Cultural,Ferry,23,Resort,Airline Website,Visa Free,No,Tropical,Wildlife/Safari,4290.03,1725.98,1069.99,616.44,877.62,Credit Card,323,No,Yes,3,Neutral,Yes,9,Yes,No
TRP109072,04-10-2019,2019,10,Autumn,Australia,UAE (Dubai),55-64,Male,Solo,8,Educational,Cruise,19,Hostel,Online Travel Agency,Visa on Arrival,Yes,Desert,Mountains/Trekking,3382.22,985.39,843.62,489.44,1063.77,Travel Card,118,No,No,3,Neutral,Yes,7,Yes,Yes
TRP109073,21-02-2022,2022,2,Winter,Norway,New Zealand,65+,Male,Couple,9,Educational,Cruise,13,Hostel,Direct Hotel,Visa Free,No,Temperate,Historical Sites,3260.03,1198.95,671.48,517.04,872.56,Debit Card,246,No,Yes,5,Very Satisfied,Yes,2,Yes,Yes
TRP109074,09-06-2024,2024,6,Summer,Mexico,Vietnam,65+,Female,Solo,6,Eco-Tourism,Train,21,5-Star Hotel,Mobile App,Visa on Arrival,Yes,Temperate,Historical Sites,10226.16,3143.96,3445.15,2036.85,1600.2,Debit Card,69,No,Yes,4,Satisfied,Yes,8,Yes,No
TRP109075,19-10-2019,2019,10,Autumn,South Africa,Turkey,25-34,Female,Senior Group,5,Adventure,Ferry,28,5-Star Hotel,Travel Agent,E-Visa,No,Mountainous,Beaches,1827.84,552,600.34,449.89,225.61,Credit Card,88,No,Yes,5,Very Satisfied,No,15,Yes,Yes
TRP109076,11-07-2021,2021,7,Summer,India,Maldives,35-44,Male,Business Group,2,Eco-Tourism,Cruise,23,Hostel,Online Travel Agency,Visa Free,No,Mountainous,Theme Parks,17153.07,5607.74,6102,4115.1,1328.23,Bank Transfer,104,No,Yes,5,Very Satisfied,Yes,12,Yes,No
TRP109077,20-01-2021,2021,1,Winter,Norway,Kenya,18-24,Female,Family,4,Religious,Cruise,22,3-Star Hotel,Travel Agent,Visa on Arrival,No,Desert,Food & Cuisine,4190.06,1663.78,1064.18,498.59,963.51,Bank Transfer,325,No,Yes,5,Very Satisfied,Yes,7,Yes,Yes
TRP109078,30-09-2019,2019,9,Autumn,United States,Egypt,45-54,Female,Couple,12,Business,Train,20,3-Star Hotel,Tour Operator,E-Visa,Yes,Mediterranean,Food & Cuisine,2264.06,682.45,855.08,506.55,219.98,Debit Card,89,No,No,4,Satisfied,No,7,Yes,Yes
TRP109079,05-09-2022,2022,9,Autumn,Argentina,Turkey,65+,Male,Family,12,Business,Flight,9,4-Star Hotel,Travel Agent,E-Visa,No,Tropical,Cities/Urban,1894.36,548.58,693.32,202.85,449.61,Cash,66,Yes,Yes,3,Neutral,Yes,15,No,Yes
TRP109080,07-01-2021,2021,1,Winter,Mexico,Japan,35-44,Male,Couple,8,Educational,Road Trip,8,5-Star Hotel,Direct Hotel,Tourist Visa,No,Mediterranean,Historical Sites,2883.89,790.69,1056.73,578.86,457.61,Debit Card,252,No,No,5,Very Satisfied,Yes,7,No,Yes
TRP109081,23-04-2019,2019,4,Spring,United States,Maldives,18-24,Female,Solo,10,Cultural,Road Trip,17,Camping,Travel Agent,Tourist Visa,Yes,Mediterranean,Theme Parks,9908.26,2426.56,3752.15,1281.3,2448.25,Cash,344,No,No,3,Neutral,No,11,Yes,Yes
TRP109082,02-12-2020,2020,12,Winter,Sweden,Morocco,45-54,Female,Senior Group,6,Business,Flight,20,Hostel,Mobile App,E-Visa,No,Mountainous,Food & Cuisine,7240.69,2765.38,1758.49,870.74,1846.08,Cash,82,No,No,5,Very Satisfied,Yes,7,Yes,Yes
TRP109083,23-07-2019,2019,7,Summer,UAE,Italy,35-44,Male,Friends Group,8,Medical,Ferry,7,3-Star Hotel,Online Travel Agency,Visa on Arrival,No,Temperate,Theme Parks,2203.95,660.44,722.19,362.22,459.1,Travel Card,182,Yes,No,4,Satisfied,Yes,2,Yes,No
TRP109084,14-09-2023,2023,9,Autumn,Canada,Kenya,55-64,Male,Couple,12,Adventure,Train,21,Airbnb/Vacation Rental,Airline Website,E-Visa,Yes,Arctic/Cold,Wellness/Spa,2689.5,1001.93,559.16,515.29,613.12,Cash,257,Yes,Yes,3,Neutral,Yes,9,Yes,Yes
TRP109085,03-10-2021,2021,10,Autumn,Argentina,Iceland,45-54,Female,Business Group,10,Business,Flight,28,Camping,Online Travel Agency,E-Visa,Yes,Arctic/Cold,Historical Sites,2759.68,1221.44,990.28,324.82,223.14,Travel Card,273,Yes,Yes,4,Satisfied,No,15,No,No
TRP109086,03-11-2021,2021,11,Autumn,UAE,Croatia,55-64,Female,Senior Group,7,Religious,Road Trip,22,Resort,Airline Website,E-Visa,Yes,Desert,Wildlife/Safari,10434.03,3874,4030.65,1169.18,1360.2,Credit Card,332,No,No,4,Satisfied,Yes,9,No,Yes
TRP109087,30-05-2023,2023,5,Spring,Norway,New Zealand,18-24,Female,Senior Group,4,Medical,Cruise,12,3-Star Hotel,Travel Agent,Visa Free,No,Arctic/Cold,Mountains/Trekking,2389.03,565.77,935.59,475.82,411.85,Credit Card,303,No,No,3,Neutral,Yes,2,Yes,Yes
TRP109088,04-12-2021,2021,12,Winter,Germany,Peru,18-24,Male,Solo,6,Eco-Tourism,Cruise,6,Airbnb/Vacation Rental,Online Travel Agency,Tourist Visa,No,Arctic/Cold,Beaches,1456.07,495.71,565.57,183.99,210.8,Credit Card,96,No,Yes,5,Very Satisfied,No,4,Yes,No
TRP109089,17-04-2024,2024,4,Spring,UAE,Greece,55-64,Male,Solo,2,Leisure,Flight,17,3-Star Hotel,Tour Operator,Visa on Arrival,No,Mediterranean,Mountains/Trekking,13687.82,3371.19,3350.17,2433.4,4533.06,Credit Card,363,No,No,3,Neutral,Yes,3,No,No
TRP109090,20-07-2022,2022,7,Summer,United Kingdom,Singapore,25-34,Male,Senior Group,8,Religious,Cruise,8,Boutique Hotel,Online Travel Agency,E-Visa,Yes,Temperate,Art & Museums,1531.13,333.31,439.86,361.25,396.71,Cash,222,No,Yes,3,Neutral,Yes,13,Yes,Yes
TRP109091,17-01-2021,2021,1,Winter,Germany,Vietnam,25-34,Female,Family,2,Educational,Flight,28,3-Star Hotel,Mobile App,Business Visa,No,Mediterranean,Wellness/Spa,5369.28,1486.8,1944.59,758.59,1179.3,Travel Card,252,No,Yes,3,Neutral,Yes,9,Yes,No
TRP109092,06-09-2021,2021,9,Autumn,South Africa,Egypt,25-34,Female,Couple,1,Business,Flight,6,Airbnb/Vacation Rental,Online Travel Agency,Business Visa,Yes,Mediterranean,Wellness/Spa,1938.55,689.13,754.6,471.9,22.92,Travel Card,339,No,Yes,4,Satisfied,Yes,9,Yes,Yes
TRP109093,07-06-2019,2019,6,Summer,South Africa,Czech Republic,65+,Female,Solo,8,Educational,Road Trip,12,Boutique Hotel,Airline Website,Visa on Arrival,No,Mountainous,Historical Sites,9436.18,2249.16,3663.49,1015.11,2508.42,Travel Card,139,Yes,No,4,Satisfied,No,6,Yes,No
TRP109094,17-07-2021,2021,7,Summer,UAE,Australia,45-54,Male,Solo,7,Leisure,Flight,16,Hostel,Travel Agent,Visa on Arrival,No,Temperate,Beaches,4832.5,2045.38,1411.74,712.14,663.24,Cash,258,No,Yes,5,Very Satisfied,Yes,3,Yes,Yes
TRP109095,21-01-2023,2023,1,Winter,India,Croatia,18-24,Male,Business Group,10,Leisure,Road Trip,4,Hostel,Travel Agent,Visa on Arrival,Yes,Tropical,Wildlife/Safari,1726.29,602.42,663.7,427.76,32.41,Credit Card,159,No,Yes,4,Satisfied,No,5,Yes,Yes
TRP109096,21-06-2020,2020,6,Summer,Netherlands,Mexico,18-24,Female,Solo,3,Business,Ferry,27,4-Star Hotel,Direct Hotel,Tourist Visa,Yes,Mediterranean,Art & Museums,8029.95,3102.39,3046.44,1334.5,546.62,Cash,217,No,No,3,Neutral,No,11,No,Yes
TRP109097,06-10-2021,2021,10,Autumn,Australia,New Zealand,25-34,Male,Senior Group,8,Cultural,Ferry,6,Camping,Tour Operator,Business Visa,Yes,Tropical,Art & Museums,1757.31,511.93,693.85,250.56,300.97,Debit Card,106,No,Yes,5,Very Satisfied,Yes,14,Yes,No
TRP109098,23-11-2023,2023,11,Autumn,United States,Morocco,25-34,Female,Solo,7,Religious,Flight,24,Boutique Hotel,Online Travel Agency,E-Visa,No,Arctic/Cold,Historical Sites,4740.82,1188.51,1106.7,1105.79,1339.82,Cryptocurrency,191,No,Yes,5,Very Satisfied,Yes,2,No,No
TRP109099,27-02-2019,2019,2,Winter,Mexico,Singapore,18-24,Female,Solo,1,Medical,Flight,22,Camping,Airline Website,E-Visa,Yes,Desert,Wellness/Spa,3800.75,1400.86,1189.41,424.25,786.23,Cash,209,No,No,3,Neutral,Yes,4,No,No
TRP109100,08-06-2020,2020,6,Summer,Turkey,Japan,35-44,Male,Solo,5,Cultural,Cruise,6,3-Star Hotel,Direct Hotel,Visa on Arrival,No,Temperate,Beaches,4022.96,1809.3,1248.74,419.25,545.67,Cryptocurrency,195,No,No,3,Neutral,No,1,Yes,No
TRP109101,29-05-2024,2024,5,Spring,Norway,France,25-34,Female,Couple,5,Adventure,Train,10,Hostel,Mobile App,Visa on Arrival,Yes,Mediterranean,Wellness/Spa,5545.97,1830.02,2205.07,1145.53,365.35,Bank Transfer,16,Yes,No,5,Very Satisfied,Yes,11,Yes,No
TRP109102,08-08-2023,2023,8,Summer,India,Indonesia (Bali),18-24,Male,Senior Group,6,Medical,Flight,16,Camping,Direct Hotel,Visa Free,No,Desert,Cities/Urban,3513.6,945.88,1399.99,450.87,716.86,Cash,269,Yes,Yes,5,Very Satisfied,Yes,12,Yes,No
TRP109103,29-11-2019,2019,11,Autumn,Indonesia,Vietnam,65+,Male,Friends Group,6,Cultural,Road Trip,4,Airbnb/Vacation Rental,Direct Hotel,Tourist Visa,Yes,Temperate,Wildlife/Safari,2281.92,584.56,774.38,282.32,640.66,Travel Card,173,No,Yes,5,Very Satisfied,Yes,5,Yes,Yes
TRP109104,06-09-2020,2020,9,Autumn,Japan,Vietnam,35-44,Male,Senior Group,6,Adventure,Cruise,30,Hostel,Online Travel Agency,Visa on Arrival,No,Desert,Theme Parks,15840,6525.73,3331.69,3852.15,2130.43,Debit Card,236,No,Yes,5,Very Satisfied,Yes,1,Yes,Yes
TRP109105,25-10-2019,2019,10,Autumn,United Kingdom,Turkey,25-34,Female,Solo,4,Medical,Road Trip,7,Camping,Travel Agent,Business Visa,Yes,Mediterranean,Wildlife/Safari,277.44,85.81,71.13,32.98,87.52,Cryptocurrency,336,No,No,2,Dissatisfied,No,13,Yes,Yes
TRP109106,04-05-2021,2021,5,Spring,Netherlands,New Zealand,55-64,Male,Business Group,12,Medical,Flight,18,Camping,Mobile App,Visa on Arrival,Yes,Arctic/Cold,Food & Cuisine,8800.35,2015.24,2631.91,1311.48,2841.72,Cash,79,No,Yes,5,Very Satisfied,Yes,14,Yes,No
TRP109107,20-10-2021,2021,10,Autumn,United States,Egypt,45-54,Female,Friends Group,6,Leisure,Cruise,27,5-Star Hotel,Travel Agent,Business Visa,No,Mediterranean,Wildlife/Safari,8650.95,1947.18,2060.08,1997.39,2646.3,Cryptocurrency,16,No,No,5,Very Satisfied,Yes,1,Yes,No
TRP109108,11-06-2022,2022,6,Summer,Turkey,Croatia,55-64,Male,Solo,8,Religious,Cruise,22,4-Star Hotel,Direct Hotel,Visa on Arrival,Yes,Temperate,Theme Parks,6411.33,2139.07,2337.44,1514.16,420.66,Credit Card,171,No,No,3,Neutral,Yes,4,Yes,No
TRP109109,14-12-2024,2024,12,Winter,Canada,Portugal,35-44,Female,Family,10,Eco-Tourism,Ferry,9,4-Star Hotel,Tour Operator,Visa Free,Yes,Mediterranean,Historical Sites,1629.26,343.22,629.4,182.94,473.7,Travel Card,167,No,Yes,3,Neutral,No,14,Yes,Yes
TRP109110,16-02-2022,2022,2,Winter,Thailand,Vietnam,18-24,Male,Friends Group,12,Leisure,Train,22,Airbnb/Vacation Rental,Travel Agent,E-Visa,Yes,Temperate,Wildlife/Safari,7756.32,2462.05,1720.09,1642.67,1931.51,Cryptocurrency,38,Yes,Yes,5,Very Satisfied,Yes,5,No,No
TRP109111,26-11-2019,2019,11,Autumn,Saudi Arabia,Switzerland,65+,Female,Friends Group,10,Adventure,Cruise,26,Airbnb/Vacation Rental,Direct Hotel,Business Visa,No,Mountainous,Wellness/Spa,4210.66,860.69,1160.63,680.85,1508.49,Credit Card,65,Yes,Yes,3,Neutral,No,7,Yes,No
TRP109112,19-09-2019,2019,9,Autumn,Norway,Canada,55-64,Male,Couple,11,Eco-Tourism,Train,12,Camping,Travel Agent,Business Visa,Yes,Tropical,Historical Sites,9592.29,3637.45,2388.2,1905.19,1661.45,Travel Card,5,No,Yes,1,Very Dissatisfied,No,9,No,Yes
TRP109113,04-11-2019,2019,11,Autumn,Turkey,Maldives,55-64,Female,Business Group,12,Religious,Ferry,7,Resort,Airline Website,Tourist Visa,No,Desert,Theme Parks,5409.62,1862.79,1917.02,772.22,857.59,Debit Card,272,No,No,4,Satisfied,Yes,8,No,No
TRP109114,04-11-2019,2019,11,Autumn,France,Iceland,65+,Female,Family,7,Eco-Tourism,Flight,9,4-Star Hotel,Tour Operator,Tourist Visa,Yes,Temperate,Theme Parks,1934.64,564,677.72,259.26,433.66,Bank Transfer,196,No,Yes,5,Very Satisfied,No,1,Yes,No
TRP109115,23-04-2022,2022,4,Spring,South Korea,New Zealand,65+,Female,Solo,10,Leisure,Flight,11,Hostel,Mobile App,Visa on Arrival,No,Mountainous,Art & Museums,2392.09,779.62,697.46,545.86,369.15,Credit Card,292,Yes,No,3,Neutral,Yes,15,Yes,No
TRP109116,04-05-2021,2021,5,Spring,Saudi Arabia,Morocco,45-54,Female,Friends Group,1,Religious,Train,25,5-Star Hotel,Tour Operator,E-Visa,No,Mediterranean,Food & Cuisine,9154.93,3544.76,2231.68,955.72,2422.77,Credit Card,21,No,Yes,4,Satisfied,No,2,Yes,Yes
TRP109117,01-09-2023,2023,9,Autumn,Brazil,Maldives,35-44,Male,Friends Group,8,Cultural,Train,30,3-Star Hotel,Online Travel Agency,Business Visa,Yes,Tropical,Wellness/Spa,19376.36,4968.42,6765.7,3326.12,4316.12,Debit Card,41,No,No,5,Very Satisfied,No,15,Yes,Yes
TRP109118,03-02-2024,2024,2,Winter,Italy,Kenya,45-54,Female,Couple,7,Business,Ferry,4,Hostel,Travel Agent,E-Visa,No,Arctic/Cold,Wellness/Spa,339.11,84.82,131.28,39.7,83.31,Debit Card,32,No,Yes,4,Satisfied,Yes,6,Yes,Yes
TRP109119,07-10-2020,2020,10,Autumn,Canada,Peru,25-34,Male,Friends Group,2,Cultural,Road Trip,24,Hostel,Travel Agent,Visa on Arrival,No,Mountainous,Beaches,4286.67,1149.61,977.64,797.04,1362.38,Cryptocurrency,83,No,Yes,4,Satisfied,Yes,12,Yes,No
TRP109120,15-11-2024,2024,11,Autumn,Russia,Turkey,45-54,Female,Friends Group,2,Adventure,Train,15,Boutique Hotel,Airline Website,E-Visa,Yes,Desert,Historical Sites,2649.09,936.24,940.44,508.55,263.86,Debit Card,91,Yes,Yes,4,Satisfied,Yes,10,No,Yes
TRP109121,27-02-2019,2019,2,Winter,Canada,Greece,25-34,Male,Family,8,Leisure,Train,24,4-Star Hotel,Airline Website,E-Visa,Yes,Tropical,Art & Museums,9482.19,3790.61,1905.74,2139.23,1646.61,Travel Card,65,No,Yes,2,Dissatisfied,No,7,Yes,Yes
TRP109122,07-04-2023,2023,4,Spring,Australia,Peru,65+,Female,Business Group,9,Cultural,Train,15,Airbnb/Vacation Rental,Mobile App,Business Visa,Yes,Arctic/Cold,Beaches,7192.99,2361.17,2530.41,845.21,1456.2,Credit Card,22,No,Yes,5,Very Satisfied,No,8,Yes,Yes
TRP109123,01-04-2024,2024,4,Spring,Thailand,Japan,18-24,Male,Senior Group,5,Eco-Tourism,Flight,11,Camping,Tour Operator,Visa Free,Yes,Mediterranean,Wildlife/Safari,7203.9,3100.85,1915.66,1685.19,502.2,Travel Card,363,Yes,Yes,5,Very Satisfied,No,10,No,No
TRP109124,19-02-2023,2023,2,Winter,Thailand,Canada,25-34,Male,Family,12,Adventure,Flight,13,4-Star Hotel,Travel Agent,Tourist Visa,Yes,Mediterranean,Wellness/Spa,8839.07,2871.8,2976.66,1182.4,1808.21,Bank Transfer,48,No,Yes,4,Satisfied,Yes,9,Yes,No
TRP109125,07-11-2022,2022,11,Autumn,Russia,UAE (Dubai),65+,Female,Family,8,Business,Train,7,4-Star Hotel,Direct Hotel,E-Visa,Yes,Mediterranean,Historical Sites,1315.7,371.4,470.92,286.52,186.86,Credit Card,156,No,Yes,4,Satisfied,No,4,No,No
TRP109126,25-05-2022,2022,5,Spring,Italy,UAE (Dubai),65+,Female,Friends Group,8,Religious,Ferry,13,Boutique Hotel,Mobile App,Visa on Arrival,No,Tropical,Cities/Urban,5395.3,2154.52,1624.81,1168.91,447.06,Credit Card,321,No,Yes,5,Very Satisfied,Yes,10,Yes,Yes
TRP109127,27-08-2019,2019,8,Summer,Sweden,Australia,35-44,Female,Couple,9,Educational,Flight,24,Hostel,Online Travel Agency,Business Visa,Yes,Tropical,Mountains/Trekking,20263.23,6828.57,5644.2,3677.65,4112.81,Bank Transfer,342,No,Yes,1,Very Dissatisfied,No,1,Yes,Yes
TRP109128,23-11-2023,2023,11,Autumn,Australia,Greece,25-34,Male,Family,7,Business,Flight,15,3-Star Hotel,Direct Hotel,Visa on Arrival,Yes,Arctic/Cold,Food & Cuisine,7734.09,3109.21,2922.2,1483.94,218.74,Bank Transfer,10,Yes,Yes,5,Very Satisfied,Yes,1,Yes,Yes
TRP109129,13-01-2020,2020,1,Winter,India,Maldives,55-64,Male,Couple,10,Medical,Cruise,3,Camping,Airline Website,E-Visa,No,Desert,Theme Parks,1838.85,431.52,664.81,423.23,319.29,Debit Card,227,No,No,3,Neutral,No,7,No,Yes
TRP109130,10-06-2021,2021,6,Summer,China,Maldives,35-44,Male,Solo,11,Educational,Flight,10,5-Star Hotel,Airline Website,Tourist Visa,No,Temperate,Mountains/Trekking,7697.07,2748.27,2979.25,965.28,1004.27,Cash,357,Yes,Yes,5,Very Satisfied,Yes,10,No,No
TRP109131,17-12-2020,2020,12,Winter,Japan,UAE (Dubai),65+,Male,Business Group,2,Religious,Ferry,11,5-Star Hotel,Direct Hotel,Tourist Visa,Yes,Temperate,Theme Parks,4270.42,1851.2,931.95,655.15,832.12,Cryptocurrency,31,No,Yes,4,Satisfied,Yes,12,No,No
TRP109132,03-03-2019,2019,3,Spring,Brazil,New Zealand,18-24,Female,Friends Group,5,Medical,Cruise,27,Airbnb/Vacation Rental,Travel Agent,Business Visa,No,Mountainous,Wildlife/Safari,5969.7,2447.29,1781.56,1069.86,670.99,Cash,67,No,Yes,4,Satisfied,No,15,Yes,No
TRP109133,02-09-2020,2020,9,Autumn,Thailand,Thailand,35-44,Male,Family,7,Eco-Tourism,Flight,18,5-Star Hotel,Airline Website,Visa Free,No,Arctic/Cold,Food & Cuisine,4961.44,1221.78,1048.13,637.66,2053.87,Bank Transfer,22,Yes,Yes,4,Satisfied,No,6,Yes,Yes
TRP109134,15-03-2023,2023,3,Spring,United States,Iceland,55-64,Male,Business Group,5,Religious,Cruise,18,Camping,Direct Hotel,Business Visa,Yes,Mountainous,Wellness/Spa,889.92,394.75,256.98,192.5,45.69,Travel Card,156,No,Yes,4,Satisfied,Yes,10,No,Yes
TRP109135,24-10-2021,2021,10,Autumn,Italy,Iceland,35-44,Female,Solo,10,Religious,Cruise,4,Camping,Tour Operator,Visa Free,Yes,Mountainous,Wellness/Spa,521.28,214.61,182.65,76.93,47.09,Bank Transfer,37,No,Yes,4,Satisfied,No,12,Yes,Yes
TRP109136,29-01-2019,2019,1,Winter,UAE,New Zealand,55-64,Male,Senior Group,5,Medical,Ferry,20,Hostel,Mobile App,Business Visa,Yes,Temperate,Historical Sites,5628,1848.77,1820.46,862.34,1096.43,Travel Card,248,No,No,4,Satisfied,Yes,11,Yes,No
TRP109137,10-09-2022,2022,9,Autumn,Netherlands,Indonesia (Bali),35-44,Male,Family,7,Business,Flight,2,5-Star Hotel,Tour Operator,Tourist Visa,No,Mountainous,Art & Museums,368.49,146.05,139.25,37.71,45.48,Travel Card,261,No,Yes,3,Neutral,No,6,Yes,Yes
TRP109138,05-05-2023,2023,5,Spring,Italy,Iceland,65+,Female,Couple,11,Eco-Tourism,Cruise,13,Camping,Travel Agent,Visa on Arrival,No,Arctic/Cold,Wellness/Spa,667.68,200.59,169.99,165.72,131.38,Debit Card,194,No,Yes,1,Very Dissatisfied,No,9,Yes,No
TRP109139,13-01-2022,2022,1,Winter,Australia,Portugal,45-54,Male,Solo,3,Adventure,Cruise,8,Resort,Online Travel Agency,Business Visa,No,Temperate,Historical Sites,4965.94,2088.59,1138.83,564.77,1173.75,Cryptocurrency,362,No,Yes,3,Neutral,Yes,7,Yes,Yes
TRP109140,17-11-2022,2022,11,Autumn,Russia,UAE (Dubai),35-44,Female,Senior Group,12,Eco-Tourism,Cruise,5,4-Star Hotel,Direct Hotel,Visa Free,Yes,Mountainous,Cities/Urban,773.74,158.01,155.04,119.87,340.82,Credit Card,50,No,No,4,Satisfied,No,12,Yes,Yes
TRP109141,06-01-2021,2021,1,Winter,Mexico,Indonesia (Bali),65+,Female,Solo,7,Business,Road Trip,11,Resort,Airline Website,Tourist Visa,No,Mountainous,Cities/Urban,3450.86,889.9,1261.08,497.99,801.89,Debit Card,214,No,Yes,3,Neutral,No,6,Yes,No
TRP109142,27-08-2022,2022,8,Summer,Germany,Czech Republic,45-54,Female,Business Group,7,Leisure,Ferry,14,3-Star Hotel,Online Travel Agency,E-Visa,Yes,Desert,Theme Parks,11992.16,5386.7,4139.88,2073.77,391.81,Travel Card,142,No,Yes,4,Satisfied,Yes,7,Yes,No
TRP109143,08-09-2023,2023,9,Autumn,United States,Switzerland,18-24,Non-Binary,Senior Group,5,Eco-Tourism,Train,3,Camping,Online Travel Agency,Visa Free,No,Tropical,Historical Sites,762.36,218.78,174.19,131.34,238.05,Travel Card,153,No,Yes,5,Very Satisfied,No,11,Yes,No
TRP109144,15-06-2020,2020,6,Summer,Japan,Maldives,18-24,Male,Solo,12,Educational,Cruise,11,Hostel,Direct Hotel,Tourist Visa,No,Temperate,Cities/Urban,2371.32,881.8,580.82,324.77,583.93,Bank Transfer,204,No,No,3,Neutral,Yes,6,Yes,No
TRP109145,04-10-2022,2022,10,Autumn,United States,Kenya,25-34,Female,Couple,7,Educational,Cruise,22,Airbnb/Vacation Rental,Travel Agent,Visa Free,Yes,Arctic/Cold,Cities/Urban,2198.74,805.31,541.78,292.39,559.26,Debit Card,270,Yes,Yes,3,Neutral,No,4,No,No
TRP109146,07-03-2020,2020,3,Spring,Brazil,Maldives,35-44,Male,Senior Group,7,Leisure,Train,23,Boutique Hotel,Tour Operator,Visa on Arrival,No,Arctic/Cold,Mountains/Trekking,9217.35,3111.78,3409.96,1899.37,796.24,Credit Card,306,No,Yes,4,Satisfied,Yes,5,Yes,Yes
TRP109147,26-04-2019,2019,4,Spring,South Africa,Iceland,18-24,Male,Couple,4,Medical,Cruise,26,5-Star Hotel,Airline Website,Visa on Arrival,No,Tropical,Wellness/Spa,3735.68,969.08,1411.41,585.52,769.67,Cryptocurrency,350,Yes,No,5,Very Satisfied,Yes,2,Yes,Yes
TRP109148,02-07-2021,2021,7,Summer,Russia,Canada,45-54,Male,Couple,3,Business,Ferry,5,3-Star Hotel,Tour Operator,Visa on Arrival,Yes,Mediterranean,Wellness/Spa,3425.43,1445.36,955.74,831.22,193.11,Bank Transfer,73,No,Yes,5,Very Satisfied,Yes,8,Yes,No
TRP109149,13-03-2019,2019,3,Spring,Indonesia,Portugal,35-44,Female,Family,8,Medical,Train,19,Airbnb/Vacation Rental,Mobile App,Business Visa,Yes,Desert,Wildlife/Safari,10084.11,4199.82,3978.75,2064.98,-159.44,Bank Transfer,14,No,Yes,3,Neutral,Yes,8,Yes,Yes
TRP109150,10-01-2024,2024,1,Winter,Turkey,UAE (Dubai),35-44,Male,Family,11,Religious,Cruise,6,Boutique Hotel,Tour Operator,E-Visa,Yes,Desert,Beaches,1654.7,733.34,408.47,388.92,123.97,Credit Card,266,Yes,No,3,Neutral,Yes,11,Yes,Yes
TRP109151,11-01-2021,2021,1,Winter,China,Singapore,55-64,Male,Friends Group,7,Business,Road Trip,20,Resort,Online Travel Agency,Business Visa,Yes,Mediterranean,Mountains/Trekking,2534.14,572.58,717.97,446.85,796.74,Credit Card,293,No,No,5,Very Satisfied,Yes,9,Yes,No
TRP109152,03-08-2024,2024,8,Summer,Netherlands,Canada,35-44,Male,Couple,12,Business,Road Trip,3,4-Star Hotel,Direct Hotel,E-Visa,No,Desert,Art & Museums,2069.91,845.39,605.63,244.19,374.7,Cash,183,Yes,Yes,2,Dissatisfied,Yes,1,No,No
TRP109153,21-04-2020,2020,4,Spring,France,Spain,18-24,Male,Business Group,4,Religious,Ferry,13,Camping,Tour Operator,Visa Free,Yes,Arctic/Cold,Mountains/Trekking,2490.24,801.22,638.42,300.13,750.47,Debit Card,283,No,Yes,5,Very Satisfied,Yes,8,Yes,No
TRP109154,01-02-2021,2021,2,Winter,Brazil,Maldives,35-44,Female,Solo,5,Eco-Tourism,Train,18,Camping,Airline Website,Tourist Visa,Yes,Mountainous,Historical Sites,10258.07,2766.54,2066.42,1595.83,3829.28,Bank Transfer,127,No,Yes,2,Dissatisfied,No,7,No,Yes
TRP109155,09-07-2021,2021,7,Summer,Sweden,Kenya,25-34,Male,Friends Group,2,Leisure,Flight,11,Hostel,Travel Agent,E-Visa,No,Tropical,Theme Parks,2311.1,908.65,518.41,317.89,566.15,Debit Card,225,Yes,Yes,3,Neutral,No,4,Yes,Yes
